-1.4553028	0.12412178	0.908913	1.5886757
-0.21487555	0.8980995	-0.51905	1.5058594
-0.16939892	-1.6378832	-0.5701259	-0.0031172475
-0.08464866	-0.011113793	0.3777349	1.5024282
0.051403135	0.6916411	-0.6708078	1.3595258
-0.7872771	-0.5138001	-0.11582418	1.1326506
-0.06679583	-0.36923423	0.052565828	1.7567794
0.23635796	0.41940868	-0.31074643	0.31380397
-0.66735274	-0.109516114	-0.5520472	-0.5514571
-0.97804606	0.29703015	-0.009603351	1.325197
0.14679082	-0.50699747	-0.31451088	1.0469122
-0.17373513	0.15157926	-1.727824	0.17366631
0.10971189	0.12331813	-1.5493748	-0.41069853
0.12416701	-0.54109997	-1.6454078	0.047376197
0.076577894	-0.4657498	-1.1347351	-0.39171496
-0.36630005	0.9006386	-0.32624123	1.3249136
-0.059083	1.1463165	-0.2146745	1.1695323
-0.31335035	-0.071854725	0.8474348	0.61532533
-0.011024784	-0.5112477	-0.087104	-0.12676863
-0.25221378	-0.65471894	0.7573239	0.45388636
-0.3032588	-0.107571945	-0.09035586	0.507301
0.2013058	-1.0353853	-0.46390325	-0.039877336
-0.5018759	-0.58781767	-0.2151812	-0.4602805
-0.8199296	-0.08312538	-0.24924892	0.06676943
-0.04625595	0.21665223	-0.39728126	0.08085897
-0.22162607	-0.34251013	0.28791198	0.5965857
-0.06263961	-1.0830876	0.5031499	0.6350545
-0.8017973	-1.6314443	-1.6129133	0.2757528
0.24114479	-0.42316908	-0.46913186	1.2818965
-0.4840867	-0.34054273	1.3250924	0.81298167
-0.75973684	0.51461536	-0.48716575	1.5156732
-0.14027609	0.3218896	0.29814598	1.1027491
-0.94830394	-1.0813961	0.701465	-0.5913526
-1.3557203	1.3016101	-1.2904326	1.0758691
-0.16964723	0.380845	0.013445158	1.8468705
0.21508498	-1.5843042	-0.3827453	0.4645637
-0.90584886	0.007318158	-1.7147079	0.2798667
-0.37343255	0.6218135	-0.42656258	1.143225
-0.6443751	-0.023763971	-0.30814096	0.33422247
-1.2617316	0.4701952	-0.82738566	0.0763883
0.33431166	0.1996317	-1.9653095	0.8368217
0.015801275	-1.4198078	0.04847583	0.9051536
-0.17093995	0.1631155	-1.180669	-0.18646815
-0.10413841	0.4403287	-0.084596194	1.9176967
0.05396398	0.31077188	-1.0943775	0.16700672
-0.21060398	-1.0639318	-0.8060036	0.14960356
-0.6497733	-0.4027164	-0.18878564	0.18744604
-1.1847348	-0.85575306	-1.8625983	-0.38739672
-0.29423365	-0.46446723	-0.41722625	0.579606
0.17529309	-0.21676682	-0.72276944	0.88359094
-0.31013754	0.38886645	-0.28729808	0.39363635
-0.16091406	0.27704337	0.2060628	0.3201116
